total,bonds,angles,improper,dihe,vdw,elec,air,cdih,coup,rdcs,vean,dani,xpcs,rg,desolv,bsa,experiment_id,model_name,haddock_score,best_model
-480.189, 0, 0, 0, 0, -61.409, -418.78, 0, 0, 0, 0, 0, 0, 0, 0,6.22294,1979.31,AVFluIgG03__EPI257053,mdscoring_4.pdb,-138.94,False
-447.719, 0, 0, 0, 0, -59.3828, -388.336, 0, 0, 0, 0, 0, 0, 0, 0,5.1742,1893.38,AVFluIgG03__EPI257053,mdscoring_8.pdb,-131.88,False
-406.924, 0, 0, 0, 0, -63.7389, -343.186, 0, 0, 0, 0, 0, 0, 0, 0,8.91695,1955.39,AVFluIgG03__EPI257053,mdscoring_1.pdb,-123.46,False
-442.948, 0, 0, 0, 0, -54.3855, -388.562, 0, 0, 0, 0, 0, 0, 0, 0,11.3646,1843.72,AVFluIgG03__EPI257053,mdscoring_3.pdb,-120.73,False
-397.437, 0, 0, 0, 0, -51.6672, -345.77, 0, 0, 0, 0, 0, 0, 0, 0,2.81707,1669.36,AVFluIgG03__EPI257053,mdscoring_10.pdb,-118.0,False
-512.642, 0, 0, 0, 0, -117.493, -395.149, 0, 0, 0, 0, 0, 0, 0, 0,-39.7869,3210.23,12H5__EPI107843,mdscoring_1.pdb,-236.31,True
-497.983, 0, 0, 0, 0, -108.111, -389.872, 0, 0, 0, 0, 0, 0, 0, 0,-45.7769,3250.22,12H5__EPI107843,mdscoring_7.pdb,-231.86,False
-447.655, 0, 0, 0, 0, -104.66, -342.994, 0, 0, 0, 0, 0, 0, 0, 0,-42.9977,3000.92,12H5__EPI107843,mdscoring_2.pdb,-216.26,False
-535.365, 0, 0, 0, 0, -92.1524, -443.213, 0, 0, 0, 0, 0, 0, 0, 0,-30.9911,3026.02,12H5__EPI107843,mdscoring_8.pdb,-211.79,False
-513.185, 0, 0, 0, 0, -99.4157, -413.769, 0, 0, 0, 0, 0, 0, 0, 0,-26.6755,2858.89,12H5__EPI107843,mdscoring_5.pdb,-208.85,False
-476.811, 0, 0, 0, 0, -94.9202, -381.891, 0, 0, 0, 0, 0, 0, 0, 0,-30.1451,3026.7,12H5__EPI107843,mdscoring_3.pdb,-201.44,False
-451.115, 0, 0, 0, 0, -88.2345, -362.88, 0, 0, 0, 0, 0, 0, 0, 0,-40.5821,2889.78,12H5__EPI107843,mdscoring_6.pdb,-201.39,False
-458.376, 0, 0, 0, 0, -88.1637, -370.212, 0, 0, 0, 0, 0, 0, 0, 0,-35.1612,2803.7,12H5__EPI107843,mdscoring_4.pdb,-197.37,False
-452.914, 0, 0, 0, 0, -86.5776, -366.337, 0, 0, 0, 0, 0, 0, 0, 0,-34.1756,2805.24,12H5__EPI107843,mdscoring_9.pdb,-194.02,False
-386.442, 0, 0, 0, 0, -77.7879, -308.654, 0, 0, 0, 0, 0, 0, 0, 0,-29.4585,2700.14,12H5__EPI107843,mdscoring_10.pdb,-168.98,False
-568.418, 0, 0, 0, 0, -86.5823, -481.835, 0, 0, 0, 0, 0, 0, 0, 0,21.2847,2719.31,3C11__EPI259006,mdscoring_1.pdb,-161.66,True
-508.497, 0, 0, 0, 0, -89.1201, -419.377, 0, 0, 0, 0, 0, 0, 0, 0,12.8313,2481.78,3C11__EPI259006,mdscoring_2.pdb,-160.16,False
-430.904, 0, 0, 0, 0, -88.7012, -342.203, 0, 0, 0, 0, 0, 0, 0, 0,-1.17733,2376.43,3C11__EPI259006,mdscoring_5.pdb,-158.32,False
-445.589, 0, 0, 0, 0, -92.6076, -352.981, 0, 0, 0, 0, 0, 0, 0, 0,14.6638,2492.67,3C11__EPI259006,mdscoring_3.pdb,-148.54,False
-447.13, 0, 0, 0, 0, -77.9123, -369.218, 0, 0, 0, 0, 0, 0, 0, 0,11.4968,2567.23,3C11__EPI259006,mdscoring_6.pdb,-140.26,False
-400.236, 0, 0, 0, 0, -87.6363, -312.6, 0, 0, 0, 0, 0, 0, 0, 0,12.5138,2475.75,3C11__EPI259006,mdscoring_8.pdb,-137.64,False
-373.799, 0, 0, 0, 0, -81.7262, -292.072, 0, 0, 0, 0, 0, 0, 0, 0,9.48307,2520.4,3C11__EPI259006,mdscoring_4.pdb,-130.66,False
-316.505, 0, 0, 0, 0, -87.1801, -229.325, 0, 0, 0, 0, 0, 0, 0, 0,3.6985,2410.5,3C11__EPI259006,mdscoring_7.pdb,-129.35,False
-425.448, 0, 0, 0, 0, -62.5709, -362.877, 0, 0, 0, 0, 0, 0, 0, 0,9.8043,2283.65,3C11__EPI259006,mdscoring_10.pdb,-125.34,False
-305.487, 0, 0, 0, 0, -84.2507, -221.236, 0, 0, 0, 0, 0, 0, 0, 0,7.85853,2467.52,3C11__EPI259006,mdscoring_9.pdb,-120.64,False
-301.636, 0, 0, 0, 0, -103.398, -198.238, 0, 0, 0, 0, 0, 0, 0, 0,-30.3465,2699.28,100F4__EPI341364,mdscoring_4.pdb,-173.39,True
-260.382, 0, 0, 0, 0, -101.515, -158.868, 0, 0, 0, 0, 0, 0, 0, 0,-39.7677,2764.16,100F4__EPI341364,mdscoring_6.pdb,-173.06,False
-258.537, 0, 0, 0, 0, -103.499, -155.037, 0, 0, 0, 0, 0, 0, 0, 0,-36.1238,2815.5,100F4__EPI341364,mdscoring_2.pdb,-170.63,False
-254.422, 0, 0, 0, 0, -92.2541, -162.168, 0, 0, 0, 0, 0, 0, 0, 0,-32.4482,2476,100F4__EPI341364,mdscoring_3.pdb,-157.14,False
-281.121, 0, 0, 0, 0, -91.1899, -189.931, 0, 0, 0, 0, 0, 0, 0, 0,-27.082,2604.31,100F4__EPI341364,mdscoring_5.pdb,-156.26,False
-267.93, 0, 0, 0, 0, -85.1709, -182.759, 0, 0, 0, 0, 0, 0, 0, 0,-23.4482,2625.1,100F4__EPI341364,mdscoring_10.pdb,-145.17,False
-236.153, 0, 0, 0, 0, -86.2356, -149.918, 0, 0, 0, 0, 0, 0, 0, 0,-27.1127,2644.58,100F4__EPI341364,mdscoring_8.pdb,-143.33,False
-214.442, 0, 0, 0, 0, -90.138, -124.304, 0, 0, 0, 0, 0, 0, 0, 0,-27.0926,2604.6,100F4__EPI341364,mdscoring_9.pdb,-142.09,False
-221.605, 0, 0, 0, 0, -84.4166, -137.188, 0, 0, 0, 0, 0, 0, 0, 0,-27.9284,2474.46,100F4__EPI341364,mdscoring_1.pdb,-139.78,False
-225.739, 0, 0, 0, 0, -79.7917, -145.948, 0, 0, 0, 0, 0, 0, 0, 0,-20.8858,2499.02,100F4__EPI341364,mdscoring_7.pdb,-129.87,False
-298.813, 0, 0, 0, 0, -59.1128, -239.7, 0, 0, 0, 0, 0, 0, 0, 0,11.5394,1596.56,FLD21.140__EPI21062,mdscoring_8.pdb,-95.51,True
-227.511, 0, 0, 0, 0, -71.1503, -156.361, 0, 0, 0, 0, 0, 0, 0, 0,10.1991,1608.73,FLD21.140__EPI21062,mdscoring_7.pdb,-92.22,False
-203.245, 0, 0, 0, 0, -68.9571, -134.288, 0, 0, 0, 0, 0, 0, 0, 0,5.32356,1702.66,FLD21.140__EPI21062,mdscoring_1.pdb,-90.49,False
-234.186, 0, 0, 0, 0, -65.8816, -168.305, 0, 0, 0, 0, 0, 0, 0, 0,11.8359,1699.81,FLD21.140__EPI21062,mdscoring_3.pdb,-87.71,False
-250.286, 0, 0, 0, 0, -59.1673, -191.119, 0, 0, 0, 0, 0, 0, 0, 0,11.3928,1529.53,FLD21.140__EPI21062,mdscoring_10.pdb,-86.0,False
-218.881, 0, 0, 0, 0, -67.0936, -151.788, 0, 0, 0, 0, 0, 0, 0, 0,15.0524,1722.26,FLD21.140__EPI21062,mdscoring_2.pdb,-82.4,False
-188.94, 0, 0, 0, 0, -60.6564, -128.284, 0, 0, 0, 0, 0, 0, 0, 0,8.8088,1560.81,FLD21.140__EPI21062,mdscoring_5.pdb,-77.5,False
-213.388, 0, 0, 0, 0, -53.5995, -159.788, 0, 0, 0, 0, 0, 0, 0, 0,11.5874,1492.52,FLD21.140__EPI21062,mdscoring_4.pdb,-73.97,False
-213.046, 0, 0, 0, 0, -58.0027, -155.043, 0, 0, 0, 0, 0, 0, 0, 0,16.0691,1591.71,FLD21.140__EPI21062,mdscoring_9.pdb,-72.94,False
-202.796, 0, 0, 0, 0, -51.0581, -151.738, 0, 0, 0, 0, 0, 0, 0, 0,16.6242,1579.83,FLD21.140__EPI21062,mdscoring_6.pdb,-64.78,False
-302.965, 0, 0, 0, 0, -84.5133, -218.452, 0, 0, 0, 0, 0, 0, 0, 0,-1.52065,2323.69,H5.3__EPI2580187,mdscoring_6.pdb,-129.72,True
-261.76, 0, 0, 0, 0, -95.5551, -166.205, 0, 0, 0, 0, 0, 0, 0, 0,1.05614,2368.51,H5.3__EPI2580187,mdscoring_7.pdb,-127.74,False
-292.067, 0, 0, 0, 0, -81.4874, -210.579, 0, 0, 0, 0, 0, 0, 0, 0,6.54248,2244.84,H5.3__EPI2580187,mdscoring_3.pdb,-117.06,False
-264.087, 0, 0, 0, 0, -84.69, -179.397, 0, 0, 0, 0, 0, 0, 0, 0,4.91698,1990.4,H5.3__EPI2580187,mdscoring_8.pdb,-115.65,False
-265.259, 0, 0, 0, 0, -83.8601, -181.399, 0, 0, 0, 0, 0, 0, 0, 0,5.83697,2153.28,H5.3__EPI2580187,mdscoring_1.pdb,-114.3,False
-244.242, 0, 0, 0, 0, -81.9464, -162.295, 0, 0, 0, 0, 0, 0, 0, 0,7.29065,2080.7,H5.3__EPI2580187,mdscoring_9.pdb,-107.11,False
-284.949, 0, 0, 0, 0, -73.1152, -211.834, 0, 0, 0, 0, 0, 0, 0, 0,8.39844,2222.69,H5.3__EPI2580187,mdscoring_2.pdb,-107.08,False
-234.886, 0, 0, 0, 0, -75.5638, -159.322, 0, 0, 0, 0, 0, 0, 0, 0,3.45815,2158.81,H5.3__EPI2580187,mdscoring_4.pdb,-103.97,False
-228.932, 0, 0, 0, 0, -80.8802, -148.052, 0, 0, 0, 0, 0, 0, 0, 0,7.77922,2073.9,H5.3__EPI2580187,mdscoring_10.pdb,-102.71,False
-274.571, 0, 0, 0, 0, -68.9975, -205.574, 0, 0, 0, 0, 0, 0, 0, 0,10.5484,2098.14,H5.3__EPI2580187,mdscoring_5.pdb,-99.56,False
-295.355, 0, 0, 0, 0, -96.2212, -199.134, 0, 0, 0, 0, 0, 0, 0, 0,-42.2192,2325.97,AVFluIgG01__EPI893474,mdscoring_6.pdb,-178.27,True
-289.057, 0, 0, 0, 0, -99.7819, -189.275, 0, 0, 0, 0, 0, 0, 0, 0,-39.779,2451.12,AVFluIgG01__EPI893474,mdscoring_2.pdb,-177.42,False
-268.032, 0, 0, 0, 0, -78.4506, -189.582, 0, 0, 0, 0, 0, 0, 0, 0,-47.8525,2437.35,AVFluIgG01__EPI893474,mdscoring_3.pdb,-164.22,False
-275.393, 0, 0, 0, 0, -82.5708, -192.822, 0, 0, 0, 0, 0, 0, 0, 0,-41.4426,2332.23,AVFluIgG01__EPI893474,mdscoring_5.pdb,-162.58,False
-268.615, 0, 0, 0, 0, -82.6708, -185.944, 0, 0, 0, 0, 0, 0, 0, 0,-38.0495,2303.47,AVFluIgG01__EPI893474,mdscoring_7.pdb,-157.91,False
-271.497, 0, 0, 0, 0, -73.6162, -197.881, 0, 0, 0, 0, 0, 0, 0, 0,-39.4314,2245.82,AVFluIgG01__EPI893474,mdscoring_4.pdb,-152.62,False
-248.747, 0, 0, 0, 0, -80.3036, -168.444, 0, 0, 0, 0, 0, 0, 0, 0,-36.176,2211.79,AVFluIgG01__EPI893474,mdscoring_1.pdb,-150.17,False
-231.383, 0, 0, 0, 0, -65.0733, -166.31, 0, 0, 0, 0, 0, 0, 0, 0,-33.355,2243.14,AVFluIgG01__EPI893474,mdscoring_9.pdb,-131.69,False
-134.68, 0, 0, 0, 0, -73.4308, -61.249, 0, 0, 0, 0, 0, 0, 0, 0,-32.5022,2055.5,AVFluIgG01__EPI893474,mdscoring_8.pdb,-118.18,False
-109.719, 0, 0, 0, 0, -65.8983, -43.8211, 0, 0, 0, 0, 0, 0, 0, 0,-38.5889,1945.3,AVFluIgG01__EPI893474,mdscoring_10.pdb,-113.25,False
-318.358, 0, 0, 0, 0, -88.524, -229.834, 0, 0, 0, 0, 0, 0, 0, 0,-0.91154,1967.57,H5M9__EPI21062,mdscoring_1.pdb,-135.4,True
-295.513, 0, 0, 0, 0, -78.8646, -216.648, 0, 0, 0, 0, 0, 0, 0, 0,-8.84556,1812.89,H5M9__EPI21062,mdscoring_6.pdb,-131.04,False
-286.426, 0, 0, 0, 0, -74.6033, -211.822, 0, 0, 0, 0, 0, 0, 0, 0,0.650281,1835.2,H5M9__EPI21062,mdscoring_8.pdb,-116.32,False
-271.029, 0, 0, 0, 0, -65.0384, -205.991, 0, 0, 0, 0, 0, 0, 0, 0,-3.14269,1661.5,H5M9__EPI21062,mdscoring_5.pdb,-109.38,False
-228.902, 0, 0, 0, 0, -65.1142, -163.788, 0, 0, 0, 0, 0, 0, 0, 0,-10.7867,1745.81,H5M9__EPI21062,mdscoring_7.pdb,-108.66,False
-233.928, 0, 0, 0, 0, -67.0421, -166.886, 0, 0, 0, 0, 0, 0, 0, 0,-4.00023,1957.16,H5M9__EPI21062,mdscoring_3.pdb,-104.42,False
-208.339, 0, 0, 0, 0, -61.8686, -146.47, 0, 0, 0, 0, 0, 0, 0, 0,-12.5027,1607.73,H5M9__EPI21062,mdscoring_9.pdb,-103.67,False
-201.153, 0, 0, 0, 0, -66.2711, -134.882, 0, 0, 0, 0, 0, 0, 0, 0,-9.46583,1787.2,H5M9__EPI21062,mdscoring_4.pdb,-102.71,False
-221.589, 0, 0, 0, 0, -60.4086, -161.181, 0, 0, 0, 0, 0, 0, 0, 0,-6.84563,1648.41,H5M9__EPI21062,mdscoring_2.pdb,-99.49,False
-201.273, 0, 0, 0, 0, -63.3877, -137.885, 0, 0, 0, 0, 0, 0, 0, 0,-6.97447,1602.24,H5M9__EPI21062,mdscoring_10.pdb,-97.94,False
-266.693, 0, 0, 0, 0, -87.7817, -178.911, 0, 0, 0, 0, 0, 0, 0, 0,-15.4687,2332.35,13D4__EPI283787,mdscoring_3.pdb,-139.03,True
-208.499, 0, 0, 0, 0, -86.1142, -122.384, 0, 0, 0, 0, 0, 0, 0, 0,-28.2429,2210.93,13D4__EPI283787,mdscoring_4.pdb,-138.83,False
-263.974, 0, 0, 0, 0, -83.8793, -180.094, 0, 0, 0, 0, 0, 0, 0, 0,-16.0775,2357.42,13D4__EPI283787,mdscoring_8.pdb,-135.98,False
-232.252, 0, 0, 0, 0, -93.6205, -138.632, 0, 0, 0, 0, 0, 0, 0, 0,-14.5137,2342.52,13D4__EPI283787,mdscoring_6.pdb,-135.86,False
-205.723, 0, 0, 0, 0, -89.4476, -116.275, 0, 0, 0, 0, 0, 0, 0, 0,-14.4284,2409.8,13D4__EPI283787,mdscoring_1.pdb,-127.13,False
-196.526, 0, 0, 0, 0, -84.8528, -111.673, 0, 0, 0, 0, 0, 0, 0, 0,-15.7069,2307.84,13D4__EPI283787,mdscoring_5.pdb,-122.89,False
-162.964, 0, 0, 0, 0, -81.4585, -81.5053, 0, 0, 0, 0, 0, 0, 0, 0,-10.8815,2102.91,13D4__EPI283787,mdscoring_2.pdb,-108.64,False
-144.055, 0, 0, 0, 0, -73.2173, -70.8373, 0, 0, 0, 0, 0, 0, 0, 0,-14.4297,2007.83,13D4__EPI283787,mdscoring_7.pdb,-101.81,False
-458.058, 0, 0, 0, 0, -109.816, -348.242, 0, 0, 0, 0, 0, 0, 0, 0,-14.9059,2610,AVFluIgG01__EPI283783,mdscoring_1.pdb,-194.37,True
-468.637, 0, 0, 0, 0, -97.9923, -370.644, 0, 0, 0, 0, 0, 0, 0, 0,-4.36252,2340.02,AVFluIgG01__EPI283783,mdscoring_6.pdb,-176.48,False
-416.014, 0, 0, 0, 0, -88.8736, -327.14, 0, 0, 0, 0, 0, 0, 0, 0,-2.92902,2248.93,AVFluIgG01__EPI283783,mdscoring_3.pdb,-157.23,False
-356.104, 0, 0, 0, 0, -80.4725, -275.631, 0, 0, 0, 0, 0, 0, 0, 0,-15.5043,2152.42,AVFluIgG01__EPI283783,mdscoring_9.pdb,-151.1,False
-385.138, 0, 0, 0, 0, -77.2929, -307.845, 0, 0, 0, 0, 0, 0, 0, 0,-12.194,2098.59,AVFluIgG01__EPI283783,mdscoring_10.pdb,-151.06,False
-422.804, 0, 0, 0, 0, -79.4578, -343.346, 0, 0, 0, 0, 0, 0, 0, 0,1.35541,2237.41,AVFluIgG01__EPI283783,mdscoring_2.pdb,-146.77,False
-334.218, 0, 0, 0, 0, -83.3316, -250.886, 0, 0, 0, 0, 0, 0, 0, 0,-8.26461,2185.85,AVFluIgG01__EPI283783,mdscoring_5.pdb,-141.77,False
-389.334, 0, 0, 0, 0, -75.3477, -313.986, 0, 0, 0, 0, 0, 0, 0, 0,-1.05395,2232.37,AVFluIgG01__EPI283783,mdscoring_7.pdb,-139.2,False
-355.279, 0, 0, 0, 0, -76.2863, -278.992, 0, 0, 0, 0, 0, 0, 0, 0,-3.6097,2120.12,AVFluIgG01__EPI283783,mdscoring_8.pdb,-135.69,False
-350.724, 0, 0, 0, 0, -74.4431, -276.281, 0, 0, 0, 0, 0, 0, 0, 0,-5.53197,2102.74,AVFluIgG01__EPI283783,mdscoring_4.pdb,-135.23,False
-427.047, 0, 0, 0, 0, -107.249, -319.798, 0, 0, 0, 0, 0, 0, 0, 0,-10.1391,2547.37,13D4__EPI2144291,mdscoring_3.pdb,-181.35,True
-487.943, 0, 0, 0, 0, -95.0125, -392.93, 0, 0, 0, 0, 0, 0, 0, 0,2.40577,2199.63,13D4__EPI2144291,mdscoring_4.pdb,-171.19,False
-430.599, 0, 0, 0, 0, -89.6963, -340.902, 0, 0, 0, 0, 0, 0, 0, 0,-8.81148,2340.97,13D4__EPI2144291,mdscoring_1.pdb,-166.69,False
-471.592, 0, 0, 0, 0, -86.2381, -385.354, 0, 0, 0, 0, 0, 0, 0, 0,-2.3565,2329.17,13D4__EPI2144291,mdscoring_7.pdb,-165.67,False
-454.248, 0, 0, 0, 0, -83.2969, -370.951, 0, 0, 0, 0, 0, 0, 0, 0,-7.54366,2268.05,13D4__EPI2144291,mdscoring_6.pdb,-165.03,False
-416.126, 0, 0, 0, 0, -86.9832, -329.143, 0, 0, 0, 0, 0, 0, 0, 0,-2.67934,2345.8,13D4__EPI2144291,mdscoring_2.pdb,-155.49,False
-344.981, 0, 0, 0, 0, -80.401, -264.58, 0, 0, 0, 0, 0, 0, 0, 0,-14.2533,2168.73,13D4__EPI2144291,mdscoring_9.pdb,-147.57,False
-371.495, 0, 0, 0, 0, -81.0137, -290.481, 0, 0, 0, 0, 0, 0, 0, 0,-6.92121,2066.27,13D4__EPI2144291,mdscoring_5.pdb,-146.03,False
-344.278, 0, 0, 0, 0, -66.2596, -278.018, 0, 0, 0, 0, 0, 0, 0, 0,-3.6988,2126.84,13D4__EPI2144291,mdscoring_10.pdb,-125.56,False
-274.777, 0, 0, 0, 0, -45.7659, -229.011, 0, 0, 0, 0, 0, 0, 0, 0,-10.1467,1898.18,13D4__EPI2144291,mdscoring_8.pdb,-101.71,False
-321.424, 0, 0, 0, 0, -73.412, -248.012, 0, 0, 0, 0, 0, 0, 0, 0,9.54518,1808.27,AVFluIgG01__EPI354429,mdscoring_5.pdb,-113.47,True
-343.329, 0, 0, 0, 0, -68.9447, -274.384, 0, 0, 0, 0, 0, 0, 0, 0,13.5514,1900.12,AVFluIgG01__EPI354429,mdscoring_2.pdb,-110.27,False
-398.192, 0, 0, 0, 0, -42.2769, -355.915, 0, 0, 0, 0, 0, 0, 0, 0,11.676,1597.26,AVFluIgG01__EPI354429,mdscoring_1.pdb,-101.78,False
-308.246, 0, 0, 0, 0, -59.1843, -249.061, 0, 0, 0, 0, 0, 0, 0, 0,7.37089,1799.72,AVFluIgG01__EPI354429,mdscoring_9.pdb,-101.63,False
-359.281, 0, 0, 0, 0, -50.8572, -308.424, 0, 0, 0, 0, 0, 0, 0, 0,11.3675,1642.67,AVFluIgG01__EPI354429,mdscoring_3.pdb,-101.17,False
-276.927, 0, 0, 0, 0, -61.9451, -214.982, 0, 0, 0, 0, 0, 0, 0, 0,4.82409,1806.13,AVFluIgG01__EPI354429,mdscoring_7.pdb,-100.12,False
-331.747, 0, 0, 0, 0, -58.6061, -273.141, 0, 0, 0, 0, 0, 0, 0, 0,17.548,1724.29,AVFluIgG01__EPI354429,mdscoring_6.pdb,-95.69,False
-260.588, 0, 0, 0, 0, -55.0912, -205.496, 0, 0, 0, 0, 0, 0, 0, 0,6.80093,1533.02,AVFluIgG01__EPI354429,mdscoring_4.pdb,-89.39,False
-267.404, 0, 0, 0, 0, -45.6383, -221.766, 0, 0, 0, 0, 0, 0, 0, 0,5.29743,1514.03,AVFluIgG01__EPI354429,mdscoring_8.pdb,-84.69,False
-307.745, 0, 0, 0, 0, -64.7608, -242.985, 0, 0, 0, 0, 0, 0, 0, 0,15.4371,1765.64,FLD21.140__EPI597824,mdscoring_5.pdb,-97.92,True
-283.76, 0, 0, 0, 0, -70.5608, -213.2, 0, 0, 0, 0, 0, 0, 0, 0,16.6457,1825.29,FLD21.140__EPI597824,mdscoring_6.pdb,-96.56,False
-271.504, 0, 0, 0, 0, -56.5663, -214.938, 0, 0, 0, 0, 0, 0, 0, 0,12.7246,1538.88,FLD21.140__EPI597824,mdscoring_1.pdb,-86.83,False
-236.256, 0, 0, 0, 0, -63.8093, -172.447, 0, 0, 0, 0, 0, 0, 0, 0,13.3963,1726.98,FLD21.140__EPI597824,mdscoring_2.pdb,-84.9,False
-232.457, 0, 0, 0, 0, -54.0356, -178.422, 0, 0, 0, 0, 0, 0, 0, 0,12.2414,1603.98,FLD21.140__EPI597824,mdscoring_4.pdb,-77.48,False
-228.592, 0, 0, 0, 0, -56.2485, -172.343, 0, 0, 0, 0, 0, 0, 0, 0,16.3135,1550.42,FLD21.140__EPI597824,mdscoring_3.pdb,-74.4,False
-226.252, 0, 0, 0, 0, -48.6626, -177.59, 0, 0, 0, 0, 0, 0, 0, 0,13.9554,1515.12,FLD21.140__EPI597824,mdscoring_7.pdb,-70.23,False
-206.441, 0, 0, 0, 0, -48.2666, -158.174, 0, 0, 0, 0, 0, 0, 0, 0,11.8245,1480.65,FLD21.140__EPI597824,mdscoring_8.pdb,-68.08,False
-191.187, 0, 0, 0, 0, -48.338, -142.849, 0, 0, 0, 0, 0, 0, 0, 0,12.8667,1467.79,FLD21.140__EPI597824,mdscoring_10.pdb,-64.04,False
-209.451, 0, 0, 0, 0, -33.1228, -176.328, 0, 0, 0, 0, 0, 0, 0, 0,12.4767,1202.78,FLD21.140__EPI597824,mdscoring_9.pdb,-55.91,False
-374.564, 0, 0, 0, 0, -82.8565, -291.708, 0, 0, 0, 0, 0, 0, 0, 0,-13.0173,2242.11,H5M9__EPI257054,mdscoring_5.pdb,-154.22,True
-372.846, 0, 0, 0, 0, -75.4153, -297.431, 0, 0, 0, 0, 0, 0, 0, 0,-7.36804,2181.78,H5M9__EPI257054,mdscoring_8.pdb,-142.27,False
-315.851, 0, 0, 0, 0, -75.5923, -240.258, 0, 0, 0, 0, 0, 0, 0, 0,-3.66111,1924.36,H5M9__EPI257054,mdscoring_3.pdb,-127.31,False
-291.237, 0, 0, 0, 0, -75.5743, -215.663, 0, 0, 0, 0, 0, 0, 0, 0,-7.26788,2162.39,H5M9__EPI257054,mdscoring_6.pdb,-125.97,False
-357.187, 0, 0, 0, 0, -64.5208, -292.666, 0, 0, 0, 0, 0, 0, 0, 0,-1.53077,1799.32,H5M9__EPI257054,mdscoring_2.pdb,-124.58,False
-311.519, 0, 0, 0, 0, -63.8083, -247.711, 0, 0, 0, 0, 0, 0, 0, 0,-6.22633,2010.7,H5M9__EPI257054,mdscoring_1.pdb,-119.58,False
-279.984, 0, 0, 0, 0, -61.8175, -218.166, 0, 0, 0, 0, 0, 0, 0, 0,-5.91313,1818.88,H5M9__EPI257054,mdscoring_9.pdb,-111.36,False
-303.928, 0, 0, 0, 0, -56.3404, -247.588, 0, 0, 0, 0, 0, 0, 0, 0,-0.222908,1646.9,H5M9__EPI257054,mdscoring_10.pdb,-106.08,False
-326.113, 0, 0, 0, 0, -50.4955, -275.618, 0, 0, 0, 0, 0, 0, 0, 0,1.60279,1826.55,H5M9__EPI257054,mdscoring_4.pdb,-104.02,False
-191.519, 0, 0, 0, 0, -55.0082, -136.511, 0, 0, 0, 0, 0, 0, 0, 0,-2.56359,1519.5,H5M9__EPI257054,mdscoring_7.pdb,-84.87,False
-533.314, 0, 0, 0, 0, -69.1639, -464.15, 0, 0, 0, 0, 0, 0, 0, 0,8.18886,2286.25,H5M9__EPI355443,mdscoring_1.pdb,-153.81,True
-445.949, 0, 0, 0, 0, -71.3837, -374.566, 0, 0, 0, 0, 0, 0, 0, 0,-4.80677,2184.75,H5M9__EPI355443,mdscoring_5.pdb,-151.1,False
-437.014, 0, 0, 0, 0, -82.945, -354.069, 0, 0, 0, 0, 0, 0, 0, 0,4.6754,2482.44,H5M9__EPI355443,mdscoring_2.pdb,-149.08,False
-362.225, 0, 0, 0, 0, -79.3547, -282.87, 0, 0, 0, 0, 0, 0, 0, 0,-7.61527,2291.18,H5M9__EPI355443,mdscoring_3.pdb,-143.54,False
-422.279, 0, 0, 0, 0, -63.5735, -358.706, 0, 0, 0, 0, 0, 0, 0, 0,-1.90185,2116.23,H5M9__EPI355443,mdscoring_9.pdb,-137.22,False
-405.824, 0, 0, 0, 0, -55.914, -349.91, 0, 0, 0, 0, 0, 0, 0, 0,-8.53936,1946.87,H5M9__EPI355443,mdscoring_4.pdb,-134.44,False
-303.369, 0, 0, 0, 0, -70.4365, -232.932, 0, 0, 0, 0, 0, 0, 0, 0,-9.87425,2230.57,H5M9__EPI355443,mdscoring_10.pdb,-126.9,False
-329.177, 0, 0, 0, 0, -62.2988, -266.879, 0, 0, 0, 0, 0, 0, 0, 0,-3.80233,1948.55,H5M9__EPI355443,mdscoring_8.pdb,-119.48,False
-326.483, 0, 0, 0, 0, -60.8931, -265.59, 0, 0, 0, 0, 0, 0, 0, 0,-3.91765,2046.75,H5M9__EPI355443,mdscoring_7.pdb,-117.93,False
-324.882, 0, 0, 0, 0, -66.7952, -258.087, 0, 0, 0, 0, 0, 0, 0, 0,2.56402,2207.93,H5M9__EPI355443,mdscoring_6.pdb,-115.85,False
-270.007, 0, 0, 0, 0, -88.532, -181.475, 0, 0, 0, 0, 0, 0, 0, 0,-29.1511,2383.77,H5.3__EPI537677,mdscoring_5.pdb,-153.98,True
-328.008, 0, 0, 0, 0, -77.6989, -250.309, 0, 0, 0, 0, 0, 0, 0, 0,-18.908,2311.35,H5.3__EPI537677,mdscoring_6.pdb,-146.67,False
-197.181, 0, 0, 0, 0, -82.0357, -115.146, 0, 0, 0, 0, 0, 0, 0, 0,-40.7959,2319.46,H5.3__EPI537677,mdscoring_7.pdb,-145.86,False
-179.445, 0, 0, 0, 0, -82.9387, -96.5064, 0, 0, 0, 0, 0, 0, 0, 0,-42.0244,2200.12,H5.3__EPI537677,mdscoring_10.pdb,-144.26,False
-285.789, 0, 0, 0, 0, -82.807, -202.982, 0, 0, 0, 0, 0, 0, 0, 0,-19.2853,2223.7,H5.3__EPI537677,mdscoring_2.pdb,-142.69,False
-261.236, 0, 0, 0, 0, -77.191, -184.045, 0, 0, 0, 0, 0, 0, 0, 0,-26.0315,2202.81,H5.3__EPI537677,mdscoring_3.pdb,-140.03,False
-231.597, 0, 0, 0, 0, -80.0598, -151.538, 0, 0, 0, 0, 0, 0, 0, 0,-26.3368,2061.68,H5.3__EPI537677,mdscoring_9.pdb,-136.7,False
