experiment_id,model_name,bsa_best,bsa_max,bsa_mean,bsa_min,bsa_std,desolv_best,desolv_max,desolv_mean,desolv_min,desolv_std,elec_best,elec_max,elec_mean,elec_min,elec_std,haddock_score_best,haddock_score_max,haddock_score_mean,haddock_score_min,haddock_score_std,total_best,total_max,total_mean,total_min,total_std,vdw_best,vdw_max,vdw_mean,vdw_min,vdw_std
13D4__EPI2017747,mdscoring_9.pdb,2648.25,2648.25,2415.992,2286.61,106.56442410318948,4.50541,11.7781,6.830856,1.78408,3.2540606307067415,-368.554,-260.646,-320.336,-421.196,50.34628726242989,-178.6,-126.72,-144.81799999999998,-178.6,14.478950084711089,-477.951,-352.826,-407.919,-506.968,50.7376068020556,-109.397,-69.0563,-87.58288999999999,-109.397,10.406015878055033
13D4__EPI2017755,mdscoring_10.pdb,2073.47,2073.47,1863.476,1715.75,124.09952459395022,-4.33001,4.53423,-0.960351,-5.68789,3.843870978365574,-134.318,-70.3605,-123.60586,-187.11,36.56815585521856,-109.85,-81.68,-93.638,-109.85,9.331482911806319,-212.977,-135.688,-191.56360000000004,-246.748,33.4532391628806,-78.6594,-59.6382,-67.95774999999999,-78.6594,7.472706536493692
13D4__EPI2017778,mdscoring_1.pdb,2957.16,2957.16,2691.111,2503.24,152.7543045001788,-41.486,-23.4161,-34.18344,-41.486,6.172336110096402,-180.08,-130.499,-180.64370000000002,-245.556,37.98973619296548,-205.72,-152.23,-176.93800000000002,-205.72,17.02726101807857,-308.294,-221.563,-287.2705,-341.541,40.733266159928235,-128.214,-91.0633,-106.62674999999999,-128.214,11.25532308971577
13D4__EPI2035782,mdscoring_5.pdb,2203.07,2203.07,1991.0880000000002,1782.76,134.88526900872282,-0.175381,8.55127,2.5344676999999995,-3.01516,3.0830593837927376,-345.238,-158.48,-241.06469999999996,-345.238,58.98238381462344,-143.4,-89.15,-110.652,-143.4,14.889777104517789,-419.41,-230.807,-306.0366,-419.41,59.22507184780598,-74.1726,-52.3395,-64.97193000000001,-76.2177,8.827046634451287
13D4__EPI2035785,mdscoring_1.pdb,2339.74,2339.74,2163.4309999999996,1950.3,114.96240955199234,-1.40009,5.03001,-1.8937831000000003,-7.83263,3.9534944357085315,-357.778,-239.563,-310.80789999999996,-383.436,48.49688751398841,-156.32,-106.66,-138.34700000000004,-156.32,16.432342803142838,-441.147,-293.19,-385.10060000000004,-456.738,54.01813983222056,-83.3691,-53.627,-74.29272,-83.3691,8.594942116643047
13D4__EPI21062,mdscoring_4.pdb,1801.51,2024.84,1817.0710000000004,1615.95,136.4089665063603,-4.09428,10.3736,1.720084,-5.79236,4.9740950259299765,-317.501,-196.89,-271.2877,-317.501,41.142979841442354,-135.35,-105.26,-118.46299999999997,-135.35,10.684545485055603,-385.254,-262.942,-337.2123,-385.254,42.28611878106888,-67.7523,-58.4762,-65.92466999999999,-74.0199,5.853326756270038
13D4__EPI21066,mdscoring_3.pdb,1932.53,2104.25,1889.5330000000001,1622.11,161.0538104037143,-11.6168,-5.86486,-16.605866,-26.9034,6.305955314533504,-248.148,-118.324,-179.17890000000003,-248.148,35.61992201766371,-135.34,-104.13,-120.68499999999999,-135.34,11.631521587670482,-322.24,-179.021,-247.4206,-322.24,37.01583242703948,-74.0917,-58.2864,-68.24161,-77.6165,6.8180142187932375
13D4__EPI2116742,mdscoring_10.pdb,1943.12,1943.12,1775.337,1612.87,109.22190033240688,-4.96633,1.94047,-3.1284841130000003,-9.89107,3.8552523776930467,-227.292,-147.171,-206.7506,-259.512,38.19640801669416,-128.39,-88.17,-105.40700000000001,-128.39,11.354101608376297,-305.257,-205.271,-267.6796,-316.282,39.36411081514057,-77.9642,-53.8468,-60.92906000000001,-77.9642,7.255968467896698
13D4__EPI2144291,mdscoring_3.pdb,2547.37,2547.37,2229.1009999999997,1898.18,179.49078214957623,-10.1391,2.40577,-6.414432,-14.2533,4.854745575578143,-319.798,-229.011,-320.1168,-392.93,54.45748724933159,-181.35,-101.71,-152.629,-181.35,23.790221357150546,-427.047,-274.777,-402.3086,-487.943,66.9180163105074,-107.249,-45.7659,-82.19161999999999,-107.249,16.581041770702402
13D4__EPI214889,mdscoring_2.pdb,2233.46,2405.64,2232.64125,1841.86,172.79819628998266,-6.38543,-1.38718,-6.33233375,-13.2583,3.7888433603935407,-430.258,-296.692,-361.33025,-430.258,57.22147029556054,-185.47,-127.07,-165.105,-185.47,19.509490730704083,-523.293,-364.501,-447.836375,-523.293,61.69281470997481,-93.0346,-62.1655,-86.506025,-97.697,10.856879086650208
13D4__EPI2198548,mdscoring_5.pdb,2284.7,2358.24,2165.66,1763.29,178.40818030572456,-9.79281,6.31091,-0.14346979999999993,-9.79281,4.695135215993531,-249.152,-97.957,-207.6202,-339.4,73.17832584675145,-142.21,-81.81,-119.024,-142.21,17.902369303158363,-331.742,-158.884,-284.9771,-408.6,75.43615873402119,-82.5905,-60.9273,-77.35697,-88.0669,7.591166716073503
13D4__EPI221986,mdscoring_1.pdb,1881.46,2027.83,1859.1233333333334,1745.95,94.3166986805624,-0.706911,4.11601,-1.5854948888888891,-5.15474,2.5818543756449284,-208.972,-124.194,-173.0381111111111,-233.139,34.00028458132537,-112.09,-99.08,-105.72888888888889,-112.09,4.674530576551091,-278.564,-193.656,-242.57288888888888,-289.68,30.18740979466624,-69.5918,-56.5409,-69.53463333333335,-80.6662,6.857662079200172
13D4__EPI222018,mdscoring_2.pdb,2455.17,2455.17,2203.1440000000002,1855.95,212.68022465664276,-12.6008,-0.297484,-8.760828400000001,-13.4886,4.091368143426276,-391.305,-206.24,-303.4697,-391.305,58.4407722229191,-184.89,-105.59,-149.328,-184.89,23.759620647925626,-485.329,-264.479,-383.34299999999996,-485.329,66.07935343038535,-94.0237,-58.2391,-79.87315000000001,-96.5437,13.552274515720402
13D4__EPI222476,mdscoring_1.pdb,2423.43,2423.43,2127.0190000000002,1965.79,126.5472053732431,-4.66542,4.72806,-2.2308239999999997,-5.92102,3.494180171002444,-488.484,-241.433,-292.39869999999996,-488.484,73.6908016995488,-183.13,-115.8,-136.88400000000001,-183.13,20.106045635855676,-569.256,-311.778,-368.5725999999999,-569.256,76.41876870420423,-80.7719,-65.681,-76.17393000000001,-88.2703,6.36538138598152
13D4__EPI22627,mdscoring_2.pdb,1998.62,2040.21,1913.182,1661.93,109.2128969592062,-9.27577,-3.18608,-8.186477,-11.5601,2.711145142924132,-444.396,-234.149,-342.1134,-444.396,78.14701100873916,-164.78,-108.77,-141.76299999999998,-164.78,18.52940908693829,-511.02,-292.074,-407.2667,-511.02,80.66495992691694,-66.6232,-57.3202,-65.15283,-71.7003,4.041119784319967
13D4__EPI226839,mdscoring_5.pdb,2081.58,2081.58,1896.114,1697.8,117.30262734577693,1.38546,5.37478,-0.4268656700000001,-10.2451,4.421918344252893,-390.092,-240.048,-330.86060000000003,-408.992,61.64735752505717,-151.77,-121.95,-133.80800000000002,-151.77,9.126332840254694,-465.226,-317.242,-398.0693,-465.226,56.359262030989875,-75.1341,-50.1325,-67.20866,-77.1945,8.649346842289438
13D4__EPI226841,mdscoring_3.pdb,2514.58,2514.58,2356.67,2128.39,132.1003976148447,-37.0791,-18.7407,-23.956422222222226,-37.0791,5.794556291420805,-190.3,-134.682,-169.73655555555558,-197.516,20.243175455638816,-176.7,-123.49,-146.48,-176.7,14.071482686625444,-291.858,-207.921,-258.31266666666664,-291.858,25.500173224901825,-101.558,-73.2397,-88.57593333333332,-101.558,8.074332506777264
13D4__EPI226845,mdscoring_7.pdb,2257.78,2503.84,2323.1050000000005,2137.46,114.60441064325954,-3.19984,-2.57981,-4.791747,-8.69086,1.996150627822627,-523.089,-372.171,-475.3295999999999,-523.089,44.820191905980174,-197.12,-151.89,-182.204,-197.12,12.88880668556164,-612.396,-469.743,-557.6752,-612.396,43.673139043988535,-89.3068,-56.5822,-82.34556,-97.5716,11.245659397414926
13D4__EPI22793,mdscoring_2.pdb,1831.42,1831.42,1616.047,1476.97,121.32933061621084,3.39773,3.39773,-3.5840094000000002,-15.6263,5.63604699464155,-219.228,-110.241,-164.0126,-219.228,31.405721613178137,-125.74,-78.02,-103.43499999999999,-125.74,13.677182336529215,-304.525,-163.577,-231.0612,-304.525,37.569585804359235,-85.297,-53.3352,-67.04849,-85.297,10.068037643227417
13D4__EPI2300436,mdscoring_5.pdb,2435.1,2435.1,2257.1009999999997,1888.62,180.789951444579,-4.93872,0.606237,-2.8166379999999998,-7.94571,2.4995527508282582,-195.25,-148.734,-209.59750000000003,-254.933,37.604304272693746,-154.97,-106.21,-130.68300000000002,-154.97,17.04795266300328,-306.229,-229.259,-295.544,-355.801,42.33123196621824,-110.98,-59.4605,-85.94649000000001,-110.98,14.617265970188216
13D4__EPI234494,mdscoring_9.pdb,1823.94,1927.94,1750.1366666666668,1591.59,113.83275110880874,2.52567,4.46141,0.9495571322222222,-3.60596,2.4987868644309628,-285.244,-157.683,-242.47955555555558,-285.244,43.60869847321493,-118.68,-87.26,-103.86555555555555,-118.68,10.741155793385447,-349.405,-222.677,-298.80033333333336,-349.405,40.869916102801085,-64.161,-41.7373,-56.32067777777778,-67.2129,10.601738402353854
13D4__EPI234497,mdscoring_4.pdb,2384.97,2384.97,2147.421,1755.05,196.8937966660088,-6.18848,0.543134,-3.2911452,-6.18848,2.3693651440294112,-195.188,-61.2004,-156.56034000000002,-211.371,47.88918148531858,-138.8,-92.58,-116.74099999999999,-138.8,18.538135738705407,-288.757,-145.676,-238.69759999999997,-297.197,54.4849352006793,-93.5692,-60.2327,-82.13738000000001,-102.672,12.59989162306124
13D4__EPI235072,mdscoring_3.pdb,2167.73,2216.43,1985.7659999999996,1720.34,163.2666474207148,-21.249,-5.22403,-15.166502999999997,-25.255,6.561770139917447,-182.71,-160.32,-225.2783,-328.26,50.859522418892,-138.76,-102.86,-125.74799999999996,-138.76,13.186021891887375,-263.676,-240.526,-290.80240000000003,-386.18,44.5576789321686,-80.9659,-52.1215,-65.52423,-80.9659,11.631115969774067
13D4__EPI235902,mdscoring_1.pdb,2375.62,2417.79,2183.3489999999997,1905.07,175.7470354072708,-3.48868,17.1091,4.075286,-4.69312,6.889847572439385,-309.864,-211.622,-308.62969999999996,-370.63,50.389565659414494,-160.28,-111.08,-130.74699999999999,-160.28,15.948305413289381,-404.683,-276.012,-381.7253,-446.964,53.41012367842305,-94.8192,-62.25,-73.09558999999999,-94.8192,9.078688483531094
13D4__EPI239055,mdscoring_8.pdb,1695.31,1748.3,1662.1244444444446,1540.61,76.0001304457946,-1.79614,5.2112,-0.2521046666666667,-5.97108,3.4451369132715177,-339.376,-201.596,-272.7752222222223,-345.353,50.2421510481433,-133.1,-89.13,-109.60444444444444,-133.1,13.813175875872197,-402.804,-251.878,-327.5733333333333,-402.804,52.83773348422509,-63.4282,-48.2973,-54.79831111111111,-63.4282,5.2368224782410815
13D4__EPI2419700,mdscoring_1.pdb,2163.83,2163.83,2002.7133333333331,1814.39,120.15805143643102,2.03796,5.23773,-1.054981751111111,-6.59664,4.2665916164832085,-454.4,-270.388,-340.15122222222226,-454.4,52.418851207790155,-160.35,-119.77,-141.29000000000002,-160.35,13.19165455884893,-525.905,-329.483,-412.3568888888889,-525.905,54.54478862468082,-71.5046,-56.3679,-72.20562222222222,-86.2596,9.438564755668335
13D4__EPI242227,mdscoring_8.pdb,2357.62,2357.62,2245.1339999999996,2183.65,56.16390699451812,-7.13202,-0.414067,-4.670112700000002,-10.4695,3.3154254789908624,-474.506,-412.727,-472.31170000000003,-510.248,34.82396903172041,-194.39,-167.54,-180.20999999999998,-194.39,8.962192192141874,-566.86,-497.008,-553.3895,-589.83,32.9019008409004,-92.3537,-70.6665,-81.07763000000001,-93.0267,7.234059566469036
13D4__EPI2429052,mdscoring_1.pdb,2687.79,2687.79,2486.0299999999997,2226.18,168.36648228063535,-35.5879,-20.4411,-27.90183,-35.5879,4.301430813901088,-172.276,-137.26,-180.6156,-219.91,25.348537596213834,-178.27,-147.94,-160.435,-178.27,10.986242154015482,-280.504,-231.23,-277.0251,-316.772,27.270889902971632,-108.229,-82.5973,-96.40966,-108.229,8.22520788446508
13D4__EPI243001,mdscoring_6.pdb,2250.2,2250.2,2003.4525,1774.2,148.66409036578315,-13.4784,-6.29249,-15.074681250000001,-23.3196,5.958770936609657,-292.57,-146.932,-223.25862500000002,-292.57,46.21004585565939,-152.2,-108.15,-128.9275,-152.2,15.755573843654725,-372.775,-214.78,-292.46012499999995,-372.775,49.7342855308876,-80.2043,-56.8011,-69.2014875,-80.2043,7.357910741010559
13D4__EPI2437377,mdscoring_7.pdb,2383.33,2383.33,2113.749,1799.91,158.7791577037461,-7.99689,0.8199,-6.6808570000000005,-13.3704,4.499524140691744,-205.685,-134.291,-182.9472,-282.391,44.900788940853936,-150.03,-99.05,-125.84200000000001,-150.03,16.027831904395413,-306.581,-205.56,-265.5197999999999,-365.556,49.86914530782871,-100.896,-66.2987,-82.57255,-100.896,9.557365641831788
13D4__EPI2437547,mdscoring_2.pdb,2228.37,2334.16,2135.215,1816.29,135.81574440313517,-7.37978,-5.39309,-9.333831,-17.4643,3.899046832107247,-348.334,-102.516,-227.30319999999998,-348.398,86.43025881895247,-162.35,-87.37,-134.21400000000003,-162.35,23.18248965634766,-433.635,-181.441,-306.7224999999999,-433.635,90.02241780955327,-85.3004,-57.1072,-79.41905,-88.1067,8.621097970966343
13D4__EPI2467482,mdscoring_8.pdb,2069.98,2149.73,2033.9440000000002,1813.49,96.32816666652248,0.348493,2.22705,-3.1346374770000005,-9.17565,3.875396579914031,-407.426,-291.359,-375.2609,-420.799,40.23844576590348,-171.07,-108.64,-151.654,-171.07,17.322752026678025,-497.362,-343.956,-448.7294,-497.447,46.61821212120621,-89.937,-52.5963,-73.46860000000001,-89.937,9.795685455228638
13D4__EPI25011,mdscoring_4.pdb,2210.8,2210.8,1937.5255555555555,1722.77,167.41737604794122,-22.0713,-2.22126,-13.88933,-23.3709,7.396746297372919,-147.039,-62.6553,-138.39236666666667,-259.396,53.513650040994214,-137.61,-90.0,-115.53999999999999,-137.61,15.639903292539884,-233.166,-141.374,-212.36255555555556,-323.035,49.97856168426397,-86.1273,-58.9005,-73.97039999999998,-86.1273,10.28796468974792
13D4__EPI25072,mdscoring_2.pdb,1783.22,1875.66,1764.9355555555555,1631.4,75.78508578722978,-4.68483,10.8583,1.6878392222222223,-4.68483,4.864171688530221,-159.383,-115.627,-172.50022222222225,-258.346,40.69216851796479,-111.06,-81.98,-100.79666666666668,-111.06,8.695460022333494,-233.885,-174.175,-240.4851111111111,-313.564,39.39069901462922,-74.502,-55.2171,-67.98486666666668,-74.7548,7.550665185928987
13D4__EPI25076,mdscoring_7.pdb,2316.18,2408.78,2249.297,2120.43,85.91131797770709,-1.84524,5.41099,2.2498646,-1.84524,2.3261345980464485,-510.122,-453.05,-507.4834000000001,-592.605,34.55908464965796,-195.2,-157.3,-175.275,-195.2,11.731661102428001,-601.448,-533.785,-583.5114000000001,-657.06,31.92614791184313,-91.3258,-59.4923,-76.02793999999999,-91.3258,10.52647737946767
13D4__EPI254385,mdscoring_2.pdb,2318.35,2414.12,2172.753,1985.43,122.54495175694147,0.776341,0.776341,-8.2768889,-14.9206,4.563892133852286,-308.755,-163.065,-229.30600000000004,-308.755,41.91371145845022,-144.77,-114.26,-126.128,-144.77,10.264320944146524,-392.549,-231.495,-301.2969,-392.549,45.15708353059226,-83.7942,-57.2336,-71.99080000000001,-83.7942,7.377308529538401
13D4__EPI257053,mdscoring_9.pdb,2351.32,2463.0,2275.082,1931.91,177.91264752993558,-5.91924,7.15664,-0.7490016000000002,-7.02505,4.295520881042774,-433.717,-351.983,-418.87090000000006,-451.496,31.10606667677544,-185.79,-141.77,-163.76100000000002,-185.79,14.0905551109008,-526.844,-442.05,-498.1084000000001,-527.662,31.584996825848965,-93.1271,-56.1758,-79.23768,-93.1271,11.65391427297188
13D4__EPI257054,mdscoring_10.pdb,2093.14,2093.14,1899.979,1699.74,137.61967958834956,-0.527161,2.33441,-2.8520068,-14.9803,4.997376049268118,-259.412,-163.089,-212.63989999999998,-276.215,42.39272558784898,-136.23,-100.85,-119.62599999999998,-136.23,12.639753162146791,-343.234,-232.174,-286.88679999999994,-355.376,47.09104075157676,-83.8228,-63.1019,-74.24698000000001,-83.8228,7.3028952790885135
13D4__EPI257055,mdscoring_8.pdb,2392.82,2392.82,2239.716,2133.0,87.40290488434718,5.02448,9.05572,4.008823,-2.85912,3.6629913634898337,-430.907,-259.179,-384.0521,-522.85,72.96516656056582,-181.69,-124.72,-156.793,-181.69,19.056956181113748,-531.44,-337.552,-468.04389999999995,-600.399,75.18492559527253,-100.533,-77.2482,-83.99155999999999,-100.533,7.161932687045992
13D4__EPI257056,mdscoring_9.pdb,1795.39,1795.39,1606.0420000000004,1411.28,149.33792603056705,-13.9628,-1.59794,-6.8355310000000005,-13.9628,4.122272366734558,-187.716,-71.3669,-209.16239000000002,-268.045,55.26855188530615,-122.33,-90.13,-105.397,-122.33,11.538003919415363,-258.536,-141.48,-265.89019999999994,-314.029,47.30086038869812,-70.8196,-36.7517,-56.72795,-70.8196,12.171250434459614
13D4__EPI257058,mdscoring_8.pdb,2362.79,2385.4,2236.4049999999997,1980.01,143.98270615675398,-8.22873,6.68787,-1.5235023999999997,-8.22873,4.873409561706949,-251.424,-197.539,-250.31800000000004,-306.626,38.13031290485591,-139.16,-103.39,-126.45700000000002,-139.16,14.02443823394639,-332.065,-257.958,-325.18710000000004,-387.184,42.717519321572134,-80.6418,-56.4724,-74.86935000000001,-85.4373,11.481986417403757
13D4__EPI257059,mdscoring_9.pdb,2480.13,2480.13,2384.952,2234.54,76.72699956483527,-8.78703,-0.925112,-6.5363742,-10.6446,3.5079031500723494,-467.509,-380.077,-461.93910000000005,-518.291,36.223774370647185,-201.31,-166.35,-183.343,-201.31,12.569749445041097,-566.53,-460.857,-546.3563,-605.367,38.12816114122356,-99.021,-70.4387,-84.41722,-99.021,8.939837262351777
13D4__EPI2573872,mdscoring_1.pdb,1411.8,1411.8,1263.8733333333332,1180.96,79.15342308874997,-5.03073,8.25639,-1.0139853333333333,-5.03073,4.94303531860037,-186.082,-98.3138,-144.9004666666667,-186.082,32.214375791355444,-82.89,-60.74,-70.42,-82.89,8.641094838039917,-226.724,-135.409,-185.32583333333332,-226.724,35.18063947353241,-40.642,-35.8329,-40.425149999999995,-50.4249,5.267816801958854
13D4__EPI2574086,mdscoring_4.pdb,1840.75,1840.75,1678.3862499999998,1509.03,107.38473686935222,7.21378,9.94275,5.3946667125,-0.0515263,3.4926544871353578,-405.511,-298.252,-345.75149999999996,-405.511,39.76961519624175,-137.56,-102.73,-116.57000000000002,-137.56,9.930961685556943,-469.183,-346.853,-398.56737499999997,-469.183,41.14698937758735,-63.6717,-44.7454,-52.8159625,-63.6717,5.881351054923521
13D4__EPI2580054,mdscoring_10.pdb,2446.72,2446.72,2188.6289999999995,2034.62,166.42596615312172,-36.2851,-17.0811,-27.293190000000003,-36.2851,5.917553085984481,-145.558,-132.926,-156.36539999999997,-177.648,18.433830030680003,-166.09,-123.03,-138.529,-166.09,15.145962755063714,-246.248,-212.534,-236.3276,-273.956,17.92975014512658,-100.691,-66.3922,-79.96229000000001,-100.691,12.155443205361864
13D4__EPI2580066,mdscoring_6.pdb,2089.57,2146.53,2009.6180000000004,1794.84,115.62029471987664,-19.9395,-8.72283,-15.972151,-24.5901,5.963840578159253,-343.444,-250.446,-316.80010000000004,-378.111,37.26476353056448,-162.46,-128.69,-148.562,-162.46,9.083481711326336,-417.279,-321.008,-386.03049999999996,-444.341,34.80257144793886,-73.8352,-53.2497,-69.23035,-78.9483,7.074339471993129
13D4__EPI2580084,mdscoring_5.pdb,2165.1,2165.1,2030.4260000000002,1795.86,102.65441303497656,-5.83101,1.45749,-4.8376696,-11.6661,4.149925098211538,-350.236,-281.204,-310.15830000000005,-350.236,19.657207691667022,-153.27,-122.01,-137.338,-153.27,9.135424091597137,-427.631,-338.28,-380.6272,-427.631,24.3347791479146,-77.3944,-57.0753,-70.46885,-77.3944,5.653116541489901
13D4__EPI2580091,mdscoring_6.pdb,1510.16,1510.16,1371.42375,1294.34,77.53638554851887,2.85498,2.85498,-3.09904725,-7.62127,3.9381415116341274,-155.784,-82.2374,-112.51123750000001,-155.784,24.104775817959954,-84.9,-75.73,-79.90125,-84.9,3.3664624820213245,-212.386,-138.373,-166.81212499999998,-212.386,24.791736511746354,-56.6013,-49.1207,-54.3008625,-57.7728,3.287571580942601
13D4__EPI2580092,mdscoring_8.pdb,1975.63,2037.49,1792.479,1483.49,163.22617821429387,-8.20904,-2.43773,-6.785483999999999,-11.7257,2.82984380993879,-324.084,-150.986,-253.05730000000003,-324.084,59.793385037421444,-145.47,-83.62,-117.93000000000002,-145.47,18.74725698454161,-396.528,-204.142,-313.5892,-396.528,63.79495405298308,-72.4444,-47.9106,-60.53192,-72.4444,8.515596797354322
13D4__EPI2580113,mdscoring_7.pdb,2199.01,2273.21,2107.4790000000003,1913.59,115.17250467113342,0.483269,8.18866,2.104008229,-1.62525,2.655059284585447,-406.081,-317.113,-396.2004,-460.362,48.332103373315846,-170.0,-134.09,-151.514,-170.0,14.456438165898417,-495.349,-394.705,-470.57700000000006,-534.942,49.720527077746176,-89.2686,-63.0409,-74.37648999999999,-89.2686,7.284058594774699
13D4__EPI2580115,mdscoring_2.pdb,1857.96,1948.48,1829.3100000000002,1657.96,106.97859524222586,-4.8998,-4.8998,-10.77445,-17.8421,5.288369214515945,-246.715,-137.643,-196.52866666666668,-246.715,36.78894659359884,-135.62,-111.25,-126.31833333333333,-135.62,9.219491128401096,-328.088,-211.852,-272.7656666666667,-328.088,40.307281816895916,-81.3736,-64.717,-76.23731666666667,-81.3736,6.1807328689781365
13D4__EPI2580134,mdscoring_4.pdb,2723.19,2723.19,2360.598,2039.66,218.63267636227982,-32.0332,-20.4066,-26.60915,-32.0332,4.2180612242672195,-258.792,-88.6679,-169.79278999999997,-258.792,55.23717115872948,-188.74,-122.57,-148.19299999999998,-188.74,20.940963073470243,-363.738,-161.561,-257.4164,-363.738,64.2058315994566,-104.946,-72.8928,-87.6236,-104.946,9.534034331686549
13D4__EPI2580187,mdscoring_5.pdb,2089.53,2132.81,1987.9650000000001,1855.63,96.91935745763097,1.71757,6.76283,1.4678324,-6.09661,3.4987237810169263,-276.054,-179.861,-230.9234,-276.054,27.15921344876457,-149.23,-106.62,-122.68800000000002,-149.23,13.927966909144425,-371.79,-252.745,-308.895,-371.79,34.08367945056531,-95.736,-64.0399,-77.97180999999999,-95.736,10.312636603534294
13D4__EPI2584443,mdscoring_1.pdb,2416.37,2490.0,2346.6559999999995,2182.71,99.65937757069217,-36.3188,-17.8125,-27.63895,-36.3188,6.192985892523897,-228.322,-143.434,-198.6859,-250.167,36.47263395859665,-178.31,-126.4,-157.014,-178.31,13.719603330838531,-324.651,-227.032,-288.32450000000006,-337.826,37.67006191261172,-96.329,-78.3798,-89.63875999999999,-98.5096,5.707334552466481
13D4__EPI259006,mdscoring_7.pdb,2559.17,2559.17,2334.879,2180.11,116.4685673809796,-1.40968,2.17958,-2.0378577999999994,-6.80984,2.312597934113532,-505.055,-297.838,-391.49269999999996,-505.055,64.03409754367847,-198.63,-142.57,-167.709,-198.63,18.473161583467206,-601.26,-390.704,-478.86640000000006,-601.26,67.33911310375272,-96.2059,-73.5333,-87.37365,-97.0475,7.630104344597422
13D4__EPI275758,mdscoring_1.pdb,2070.46,2267.99,2032.367777777777,1831.93,124.74934626860532,-14.6925,-8.37046,-15.882403333333334,-22.9248,4.890238075242349,-173.597,-71.4841,-106.20819999999999,-173.597,30.82502988145348,-137.3,-99.18,-115.69888888888889,-137.3,13.358204823669647,-261.482,-142.647,-184.78166666666664,-261.482,36.58992569342005,-87.8852,-69.4652,-78.57348888888889,-88.5738,7.951259220312912
13D4__EPI275782,mdscoring_2.pdb,3138.87,3138.87,2951.995,2722.0,116.05393250553787,-41.0423,-36.385,-41.26696,-46.8981,3.896107555896156,-137.51,-67.8593,-115.63784000000001,-141.075,24.276589942768585,-194.67,-159.74,-180.06900000000002,-194.67,11.364274870546444,-263.637,-170.266,-231.31340000000006,-263.637,29.84268767759067,-126.127,-102.407,-115.67550000000001,-127.754,8.397012580541833
13D4__EPI275790,mdscoring_4.pdb,1929.25,1929.25,1747.3385714285716,1630.1,106.59137135631123,-4.31758,5.11679,-1.1401210000000002,-4.91051,3.5147172876947494,-264.188,-202.745,-271.54314285714287,-365.551,52.17449086615851,-130.03,-92.17,-114.45285714285714,-130.03,12.568912329348834,-337.066,-253.761,-330.54685714285716,-418.641,51.96671050274579,-72.8776,-51.0166,-59.00364285714286,-72.8776,8.182376855343266
13D4__EPI275822,mdscoring_8.pdb,1727.39,1753.38,1620.727,1462.31,92.57928710630206,-17.5639,-6.86893,-11.930403000000002,-17.8366,4.214638884183055,-214.466,-167.878,-205.47400000000002,-240.876,21.138316005669797,-122.56,-97.59,-110.97999999999999,-122.56,7.562070557136519,-276.565,-225.023,-263.4284,-296.687,21.075191941659224,-62.0989,-52.37,-57.95437,-62.0989,2.812453705712819
13D4__EPI275862,mdscoring_4.pdb,1879.39,1879.39,1716.8699999999997,1606.6,87.87717198200885,4.45971,9.71945,4.066032700000001,0.182394,2.9273979139800383,-265.563,-218.879,-239.58650000000003,-265.563,13.767504536649568,-124.75,-102.2,-112.319,-124.75,8.041841207086849,-341.664,-284.179,-308.05350000000004,-341.664,14.631306930688039,-76.1016,-59.0249,-68.46708,-77.5234,7.085418382973423
13D4__EPI275878,mdscoring_7.pdb,1681.5,1689.62,1564.604,1360.0,109.95903249240904,-1.30697,2.80061,-2.2299830000000003,-6.21195,3.3123734361567188,-144.233,-84.3038,-120.03608,-168.137,23.799967921957844,-106.41,-71.47,-92.284,-106.41,12.402269684752605,-220.494,-140.05,-186.0841,-241.449,29.02361524479294,-76.2609,-55.7467,-66.04804,-76.7657,8.502609901958865
13D4__EPI275974,mdscoring_4.pdb,2410.22,2599.53,2422.9060000000004,2307.45,77.6823412222996,-32.786,-17.0153,-25.79839,-32.786,5.111627724762002,-212.205,-108.841,-177.4906,-218.529,39.189565130982956,-172.82,-142.92,-157.83200000000002,-172.82,10.631615117187039,-309.799,-207.404,-274.0269,-320.525,38.92862840992189,-97.5942,-88.4657,-96.53615,-103.343,5.401960627864665
13D4__EPI275990,mdscoring_2.pdb,2231.96,2366.99,2214.661,2056.58,97.7216872836093,-8.68892,-2.99395,-5.998682,-8.71754,2.152528033193631,-409.926,-304.179,-328.6632,-409.926,30.546985964430448,-159.37,-132.02,-145.459,-159.37,8.484002527633336,-478.62,-375.981,-402.39039999999994,-478.62,29.590710115770356,-68.6941,-66.1906,-73.72717,-84.5505,6.632699946485677
13D4__EPI2800361,mdscoring_2.pdb,2311.94,2311.94,2204.4120000000003,1998.1,103.86278638451574,0.356848,4.67913,-3.2827759999999997,-10.8017,4.576613354001917,-385.825,-241.488,-327.2575,-385.825,40.44553903502009,-171.97,-141.33,-154.747,-171.97,9.640829897426423,-480.984,-328.981,-413.26930000000004,-480.984,39.51057821520713,-95.1594,-73.6672,-86.01154,-95.1594,7.782938274370851
13D4__EPI2800377,mdscoring_6.pdb,1813.36,1813.36,1667.244,1529.56,92.36506196128,1.46104,12.9301,6.614744999999999,1.46104,3.1678297162366884,-316.227,-256.237,-298.6842,-368.334,34.254998298058645,-117.77,-91.75,-104.093,-117.77,9.1144038020414,-372.213,-305.856,-349.6545,-413.128,33.30492385101972,-55.9868,-44.7941,-50.97032,-58.887,4.647544791918514
